Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol]
18.681,187.33,374.97,211.54
18.682,187.34,374.97,211.53
18.683,187.34,374.99,211.53
18.684,187.35,374.99,211.52
18.685,187.35,374.98,211.52
18.686,187.35,374.96,211.51
18.687,187.36,374.91,211.51
18.688,187.36,374.84,211.5
18.689,187.36,374.75,211.5
18.69,187.37,374.66,211.49
18.691,187.37,374.55,211.48
18.692,187.37,374.42,211.48
18.693,187.38,374.28,211.47
18.694,187.38,374.12,211.47
18.695,187.39,373.95,211.46
18.696,187.39,373.77,211.46
18.697,187.39,373.6,211.45
18.698,187.4,373.43,211.45
18.699,187.4,373.28,211.44
18.7,187.4,373.15,211.44
18.701,187.41,373.04,211.43
18.702,187.41,372.94,211.43
18.703,187.41,372.87,211.42
18.704,187.42,372.8,211.42
18.705,187.42,372.76,211.41
18.706,187.42,372.73,211.41
18.707,187.43,372.74,211.4
18.708,187.43,372.79,211.4
18.709,187.43,372.88,211.39
18.71,187.44,373.01,211.39
18.711,187.44,373.17,211.38
18.712,187.44,373.35,211.37
18.713,187.45,373.52,211.37
18.714,187.45,373.66,211.36
18.715,187.45,373.77,211.36
18.716,187.46,373.83,211.35
18.717,187.46,373.85,211.35
18.718,187.46,373.85,211.34
18.719,187.47,373.82,211.34
18.72,187.47,373.79,211.33
18.721,187.47,373.76,211.33
18.722,187.48,373.74,211.32
18.723,187.48,373.75,211.32
18.724,187.48,373.78,211.31
18.725,187.49,373.82,211.3
18.726,187.49,373.87,211.3
18.727,187.49,373.91,211.29
18.728,187.5,373.95,211.29
18.729,187.5,373.96,211.28
18.73,187.5,373.96,211.28
18.731,187.51,373.94,211.27
18.732,187.51,373.91,211.27
18.733,187.51,373.9,211.26
18.734,187.52,373.92,211.26
18.735,187.52,373.97,211.25
18.736,187.52,374.06,211.24
18.737,187.53,374.19,211.24
18.738,187.53,374.35,211.23
18.739,187.53,374.52,211.23
18.74,187.54,374.69,211.22
18.741,187.54,374.84,211.22
18.742,187.54,374.97,211.21
18.743,187.55,375.06,211.21
18.744,187.55,375.1,211.2
18.745,187.55,375.1,211.19
18.746,187.56,375.06,211.19
18.747,187.56,375.0,211.18
18.748,187.56,374.92,211.18
18.749,187.56,374.85,211.17
18.75,187.57,374.81,211.17
18.751,187.57,374.8,211.16
18.752,187.57,374.83,211.16
18.753,187.58,374.89,211.15
18.754,187.58,374.98,211.14
18.755,187.58,375.08,211.14
18.756,187.59,375.18,211.13
18.757,187.59,375.28,211.13
18.758,187.59,375.37,211.12
18.759,187.6,375.45,211.12
18.76,187.6,375.52,211.11
18.761,187.6,375.56,211.1
18.762,187.61,375.59,211.1
18.763,187.61,375.58,211.09
18.764,187.61,375.55,211.09
18.765,187.61,375.49,211.08
18.766,187.62,375.4,211.08
18.767,187.62,375.29,211.07
18.768,187.62,375.14,211.06
18.769,187.63,374.98,211.06
18.77,187.63,374.8,211.05
18.771,187.63,374.6,211.05
18.772,187.64,374.41,211.04
18.773,187.64,374.22,211.04
18.774,187.64,374.05,211.03
18.775,187.65,373.9,211.02
18.776,187.65,373.76,211.02
18.777,187.65,373.65,211.01
18.778,187.65,373.56,211.01
18.779,187.66,373.47,211.0
18.78,187.66,373.39,211.0
18.781,187.66,373.31,210.99
18.782,187.67,373.21,210.98
18.783,187.67,373.1,210.98
18.784,187.67,372.97,210.97
18.785,187.68,372.84,210.97
18.786,187.68,372.7,210.96
18.787,187.68,372.56,210.96
18.788,187.68,372.45,210.95
18.789,187.69,372.36,210.94
18.79,187.69,372.28,210.94
18.791,187.69,372.23,210.93
18.792,187.7,372.19,210.93
18.793,187.7,372.16,210.92
18.794,187.7,372.12,210.91
18.795,187.71,372.09,210.91
18.796,187.71,372.06,210.9
18.797,187.71,372.05,210.9
18.798,187.71,372.06,210.89
18.799,187.72,372.09,210.89
18.8,187.72,372.15,210.88
18.801,187.72,372.23,210.87
18.802,187.73,372.35,210.87
18.803,187.73,372.49,210.86
18.804,187.73,372.67,210.86
18.805,187.74,372.87,210.85
18.806,187.74,373.08,210.84
18.807,187.74,373.3,210.84
18.808,187.74,373.52,210.83
18.809,187.75,373.71,210.83
18.81,187.75,373.87,210.82
18.811,187.75,374.0,210.82
18.812,187.76,374.1,210.81
18.813,187.76,374.18,210.8
18.814,187.76,374.26,210.8
18.815,187.76,374.34,210.79
18.816,187.77,374.44,210.79
18.817,187.77,374.56,210.78
18.818,187.77,374.71,210.78
18.819,187.78,374.88,210.77
18.82,187.78,375.07,210.76
18.821,187.78,375.25,210.76
18.822,187.78,375.43,210.75
18.823,187.79,375.57,210.75
18.824,187.79,375.67,210.74
18.825,187.79,375.72,210.73
18.826,187.8,375.72,210.73
18.827,187.8,375.7,210.72
18.828,187.8,375.66,210.72
18.829,187.8,375.64,210.71
18.83,187.81,375.66,210.71
18.831,187.81,375.71,210.7
18.832,187.81,375.79,210.69
18.833,187.82,375.89,210.69
18.834,187.82,375.99,210.68
18.835,187.82,376.1,210.68
18.836,187.82,376.19,210.67
18.837,187.83,376.28,210.66
18.838,187.83,376.35,210.66
18.839,187.83,376.41,210.65
18.84,187.84,376.47,210.65
18.841,187.84,376.52,210.64
18.842,187.84,376.58,210.64
18.843,187.84,376.64,210.63
18.844,187.85,376.72,210.62
18.845,187.85,376.81,210.62
18.846,187.85,376.91,210.61
18.847,187.85,377.03,210.61
18.848,187.86,377.15,210.6
18.849,187.86,377.28,210.59
18.85,187.86,377.41,210.59
18.851,187.87,377.53,210.58
18.852,187.87,377.62,210.58
18.853,187.87,377.68,210.57
18.854,187.87,377.7,210.57
18.855,187.88,377.68,210.56
18.856,187.88,377.63,210.55
18.857,187.88,377.56,210.55
18.858,187.88,377.48,210.54
18.859,187.89,377.4,210.54
18.86,187.89,377.34,210.53
18.861,187.89,377.31,210.52
18.862,187.9,377.3,210.52
18.863,187.9,377.33,210.51
18.864,187.9,377.38,210.51
18.865,187.9,377.45,210.5
18.866,187.91,377.53,210.5
18.867,187.91,377.61,210.49
18.868,187.91,377.7,210.48
18.869,187.91,377.77,210.48
18.87,187.92,377.84,210.47
18.871,187.92,377.89,210.47
18.872,187.92,377.92,210.46
18.873,187.92,377.94,210.46
18.874,187.93,377.96,210.45
18.875,187.93,377.98,210.44
18.876,187.93,378.01,210.44
18.877,187.93,378.05,210.43
18.878,187.94,378.11,210.43
18.879,187.94,378.17,210.42
18.88,187.94,378.24,210.42
18.881,187.95,378.31,210.41
18.882,187.95,378.37,210.4
18.883,187.95,378.43,210.4
18.884,187.95,378.49,210.39
18.885,187.96,378.56,210.39
18.886,187.96,378.65,210.38
18.887,187.96,378.75,210.38
18.888,187.96,378.84,210.37
18.889,187.97,378.93,210.36
18.89,187.97,378.99,210.36
18.891,187.97,379.04,210.35
18.892,187.97,379.07,210.35
18.893,187.98,379.09,210.34
18.894,187.98,379.1,210.34
18.895,187.98,379.1,210.33
18.896,187.98,379.08,210.32
18.897,187.99,379.06,210.32
18.898,187.99,379.03,210.31
18.899,187.99,379.0,210.31
18.9,187.99,378.97,210.3
18.901,188.0,378.94,210.3
18.902,188.0,378.91,210.29
18.903,188.0,378.87,210.29
18.904,188.0,378.82,210.28
18.905,188.01,378.76,210.27
18.906,188.01,378.69,210.27
18.907,188.01,378.6,210.26
18.908,188.01,378.49,210.26
18.909,188.02,378.37,210.25
18.91,188.02,378.24,210.25
18.911,188.02,378.11,210.24
18.912,188.02,377.98,210.24
18.913,188.03,377.86,210.23
18.914,188.03,377.75,210.22
18.915,188.03,377.65,210.22
18.916,188.03,377.57,210.21
18.917,188.04,377.51,210.21
18.918,188.04,377.46,210.2
18.919,188.04,377.43,210.2
18.92,188.04,377.42,210.19
18.921,188.05,377.43,210.19
18.922,188.05,377.46,210.18
18.923,188.05,377.49,210.17
18.924,188.05,377.52,210.17
18.925,188.06,377.53,210.16
18.926,188.06,377.5,210.16
18.927,188.06,377.45,210.15
18.928,188.06,377.37,210.15
18.929,188.07,377.27,210.14
18.93,188.07,377.17,210.14
18.931,188.07,377.08,210.13
18.932,188.07,377.02,210.13
18.933,188.08,376.99,210.12
18.934,188.08,376.99,210.11
18.935,188.08,377.01,210.11
18.936,188.08,377.05,210.1
18.937,188.09,377.09,210.1
18.938,188.09,377.11,210.09
18.939,188.09,377.09,210.09
18.94,188.09,377.03,210.08
18.941,188.09,376.91,210.08
18.942,188.1,376.75,210.07
18.943,188.1,376.55,210.07
18.944,188.1,376.32,210.06
18.945,188.1,376.08,210.06
18.946,188.11,375.84,210.05
18.947,188.11,375.62,210.04
18.948,188.11,375.42,210.04
18.949,188.11,375.25,210.03
18.95,188.12,375.12,210.03
18.951,188.12,375.03,210.02
18.952,188.12,374.98,210.02
18.953,188.12,374.97,210.01
18.954,188.13,374.99,210.01
18.955,188.13,375.03,210.0
18.956,188.13,375.07,210.0
18.957,188.13,375.09,209.99
18.958,188.13,375.09,209.99
18.959,188.14,375.06,209.98
18.96,188.14,374.99,209.98
18.961,188.14,374.89,209.97
18.962,188.14,374.76,209.97
18.963,188.15,374.61,209.96
18.964,188.15,374.46,209.95
18.965,188.15,374.32,209.95
18.966,188.15,374.19,209.94
18.967,188.16,374.09,209.94
18.968,188.16,374.01,209.93
18.969,188.16,373.95,209.93
18.97,188.16,373.9,209.92
18.971,188.16,373.86,209.92
18.972,188.17,373.81,209.91
18.973,188.17,373.74,209.91
18.974,188.17,373.67,209.9
18.975,188.17,373.57,209.9
18.976,188.18,373.48,209.89
18.977,188.18,373.37,209.89
18.978,188.18,373.28,209.88
18.979,188.18,373.21,209.88
18.98,188.19,373.15,209.87
18.981,188.19,373.13,209.87
18.982,188.19,373.13,209.86
18.983,188.19,373.16,209.86
18.984,188.19,373.21,209.85
18.985,188.2,373.25,209.85
18.986,188.2,373.28,209.84
18.987,188.2,373.29,209.84
18.988,188.2,373.27,209.83
18.989,188.21,373.22,209.83
18.99,188.21,373.15,209.82
18.991,188.21,373.06,209.82
18.992,188.21,372.98,209.81
18.993,188.21,372.92,209.81
18.994,188.22,372.88,209.8
18.995,188.22,372.89,209.8
18.996,188.22,372.95,209.79
18.997,188.22,373.06,209.79
18.998,188.23,373.22,209.78
18.999,188.23,373.41,209.78
19.0,188.23,373.59,209.77
19.001,188.23,373.74,209.77
19.002,188.23,373.82,209.76
19.003,188.24,373.79,209.76
19.004,188.24,373.65,209.75
19.005,188.24,373.4,209.75
19.006,188.24,373.06,209.74
19.007,188.25,372.66,209.74
19.008,188.25,372.24,209.73
19.009,188.25,371.85,209.73
19.01,188.25,371.51,209.72
19.011,188.25,371.25,209.72
19.012,188.26,371.09,209.71
19.013,188.26,371.03,209.71
19.014,188.26,371.07,209.7
19.015,188.26,371.21,209.7
19.016,188.27,371.42,209.69
19.017,188.27,371.69,209.69
19.018,188.27,371.99,209.68
19.019,188.27,372.28,209.68
19.02,188.27,372.53,209.67
19.021,188.28,372.71,209.67
19.022,188.28,372.8,209.66
19.023,188.28,372.8,209.66
19.024,188.28,372.7,209.65
19.025,188.29,372.53,209.65
19.026,188.29,372.3,209.64
19.027,188.29,372.04,209.64
19.028,188.29,371.76,209.63
19.029,188.29,371.5,209.63
19.03,188.3,371.26,209.62
19.031,188.3,371.06,209.62
19.032,188.3,370.94,209.61
19.033,188.3,370.89,209.61
19.034,188.31,370.92,209.6
19.035,188.31,371.03,209.6
19.036,188.31,371.23,209.6
19.037,188.31,371.48,209.59
19.038,188.31,371.79,209.59
19.039,188.32,372.13,209.58
19.04,188.32,372.49,209.58
19.041,188.32,372.83,209.57
19.042,188.32,373.15,209.57
19.043,188.32,373.43,209.56
19.044,188.33,373.66,209.56
19.045,188.33,373.83,209.55
19.046,188.33,373.94,209.55
19.047,188.33,373.99,209.54
19.048,188.34,373.99,209.54
19.049,188.34,373.94,209.53
19.05,188.34,373.85,209.53
19.051,188.34,373.74,209.52
19.052,188.34,373.62,209.52
19.053,188.35,373.5,209.52
19.054,188.35,373.41,209.51
19.055,188.35,373.35,209.51
19.056,188.35,373.34,209.5
19.057,188.35,373.36,209.5
19.058,188.36,373.43,209.49
19.059,188.36,373.52,209.49
19.06,188.36,373.64,209.48
19.061,188.36,373.76,209.48
19.062,188.37,373.89,209.47
19.063,188.37,374.02,209.47
19.064,188.37,374.14,209.46
19.065,188.37,374.25,209.46
19.066,188.37,374.35,209.46
19.067,188.38,374.44,209.45
19.068,188.38,374.51,209.45
19.069,188.38,374.57,209.44
19.07,188.38,374.62,209.44
19.071,188.38,374.65,209.43
19.072,188.39,374.68,209.43
19.073,188.39,374.68,209.42
19.074,188.39,374.67,209.42
19.075,188.39,374.63,209.41
19.076,188.4,374.58,209.41
19.077,188.4,374.5,209.41
19.078,188.4,374.4,209.4
19.079,188.4,374.31,209.4
19.08,188.4,374.22,209.39
19.081,188.41,374.15,209.39
19.082,188.41,374.1,209.38
19.083,188.41,374.09,209.38
19.084,188.41,374.1,209.37
19.085,188.41,374.14,209.37
19.086,188.42,374.21,209.37
19.087,188.42,374.3,209.36
19.088,188.42,374.43,209.36
19.089,188.42,374.59,209.35
19.09,188.43,374.77,209.35
19.091,188.43,374.96,209.34
19.092,188.43,375.15,209.34
19.093,188.43,375.31,209.33
19.094,188.43,375.43,209.33
19.095,188.44,375.51,209.33
19.096,188.44,375.53,209.32
19.097,188.44,375.5,209.32
19.098,188.44,375.44,209.31
19.099,188.44,375.36,209.31
19.1,188.45,375.29,209.3
19.101,188.45,375.25,209.3
19.102,188.45,375.25,209.3
19.103,188.45,375.33,209.29
19.104,188.45,375.48,209.29
19.105,188.46,375.71,209.28
19.106,188.46,376.01,209.28
19.107,188.46,376.38,209.27
19.108,188.46,376.77,209.27
19.109,188.47,377.19,209.27
19.11,188.47,377.59,209.26
19.111,188.47,377.98,209.26
19.112,188.47,378.33,209.25
19.113,188.47,378.65,209.25
19.114,188.48,378.91,209.24
19.115,188.48,379.13,209.24
19.116,188.48,379.28,209.24
19.117,188.48,379.37,209.23
19.118,188.48,379.41,209.23
19.119,188.49,379.4,209.22
19.12,188.49,379.38,209.22
19.121,188.49,379.36,209.21
19.122,188.49,379.37,209.21
19.123,188.5,379.41,209.21
19.124,188.5,379.5,209.2
19.125,188.5,379.65,209.2
19.126,188.5,379.86,209.19
19.127,188.5,380.13,209.19
19.128,188.51,380.45,209.19
19.129,188.51,380.83,209.18
19.13,188.51,381.25,209.18
19.131,188.51,381.71,209.17
19.132,188.51,382.19,209.17
19.133,188.52,382.68,209.16
19.134,188.52,383.16,209.16
19.135,188.52,383.62,209.16
19.136,188.52,384.04,209.15
19.137,188.53,384.42,209.15
19.138,188.53,384.74,209.14
19.139,188.53,385.01,209.14
19.14,188.53,385.22,209.14
19.141,188.53,385.38,209.13
19.142,188.54,385.48,209.13
19.143,188.54,385.52,209.12
19.144,188.54,385.52,209.12
19.145,188.54,385.47,209.12
19.146,188.55,385.39,209.11
19.147,188.55,385.27,209.11
19.148,188.55,385.12,209.1
19.149,188.55,384.95,209.1
19.15,188.55,384.77,209.1
19.151,188.56,384.57,209.09
19.152,188.56,384.37,209.09
19.153,188.56,384.17,209.08
19.154,188.56,383.97,209.08
19.155,188.56,383.78,209.07
19.156,188.57,383.61,209.07
19.157,188.57,383.45,209.07
19.158,188.57,383.32,209.06
19.159,188.57,383.2,209.06
19.16,188.58,383.11,209.05
19.161,188.58,383.04,209.05
19.162,188.58,382.99,209.05
19.163,188.58,382.96,209.04
19.164,188.58,382.95,209.04
19.165,188.59,382.96,209.03
19.166,188.59,382.99,209.03
19.167,188.59,383.04,209.03
19.168,188.59,383.11,209.02
19.169,188.6,383.18,209.02
19.17,188.6,383.26,209.02
19.171,188.6,383.33,209.01
19.172,188.6,383.38,209.01
19.173,188.6,383.39,209.0
19.174,188.61,383.36,209.0
19.175,188.61,383.28,209.0
19.176,188.61,383.13,208.99
19.177,188.61,382.92,208.99
19.178,188.62,382.65,208.98
19.179,188.62,382.33,208.98
19.18,188.62,381.99,208.98
19.181,188.62,381.64,208.97
19.182,188.62,381.31,208.97
19.183,188.63,381.02,208.96
19.184,188.63,380.77,208.96
19.185,188.63,380.59,208.96
19.186,188.63,380.45,208.95
19.187,188.64,380.36,208.95
19.188,188.64,380.29,208.94
19.189,188.64,380.24,208.94
19.19,188.64,380.19,208.94
19.191,188.65,380.13,208.93
19.192,188.65,380.07,208.93
19.193,188.65,379.98,208.93
19.194,188.65,379.88,208.92
19.195,188.65,379.76,208.92
19.196,188.66,379.62,208.91
19.197,188.66,379.48,208.91
19.198,188.66,379.33,208.91
19.199,188.66,379.2,208.9
19.2,188.67,379.1,208.9
19.201,188.67,379.03,208.89
19.202,188.67,379.01,208.89
19.203,188.67,379.05,208.89
19.204,188.68,379.15,208.88
19.205,188.68,379.3,208.88
19.206,188.68,379.49,208.88
19.207,188.68,379.7,208.87
19.208,188.68,379.92,208.87
19.209,188.69,380.13,208.86
19.21,188.69,380.33,208.86
19.211,188.69,380.48,208.86
19.212,188.69,380.6,208.85
19.213,188.7,380.66,208.85
19.214,188.7,380.68,208.85
19.215,188.7,380.65,208.84
19.216,188.7,380.58,208.84
19.217,188.71,380.48,208.83
19.218,188.71,380.34,208.83
19.219,188.71,380.18,208.83
19.22,188.71,380.01,208.82
19.221,188.72,379.82,208.82
19.222,188.72,379.61,208.82
19.223,188.72,379.4,208.81
19.224,188.72,379.19,208.81
19.225,188.73,378.97,208.8
19.226,188.73,378.76,208.8
19.227,188.73,378.55,208.8
19.228,188.73,378.35,208.79
19.229,188.74,378.17,208.79
19.23,188.74,378.0,208.79
19.231,188.74,377.87,208.78
19.232,188.74,377.76,208.78
19.233,188.75,377.68,208.78
19.234,188.75,377.65,208.77
19.235,188.75,377.65,208.77
19.236,188.75,377.7,208.76
19.237,188.76,377.77,208.76
19.238,188.76,377.88,208.76
19.239,188.76,378.0,208.75
19.24,188.76,378.12,208.75
19.241,188.77,378.25,208.75
19.242,188.77,378.37,208.74
19.243,188.77,378.48,208.74
19.244,188.77,378.58,208.74
19.245,188.78,378.67,208.73
19.246,188.78,378.75,208.73
19.247,188.78,378.81,208.72
19.248,188.78,378.86,208.72
19.249,188.79,378.88,208.72
19.25,188.79,378.87,208.71
19.251,188.79,378.85,208.71
19.252,188.79,378.83,208.71
19.253,188.8,378.8,208.7
19.254,188.8,378.8,208.7
19.255,188.8,378.84,208.7
19.256,188.8,378.94,208.69
19.257,188.81,379.1,208.69
19.258,188.81,379.33,208.68
19.259,188.81,379.62,208.68
19.26,188.81,379.93,208.68
19.261,188.82,380.27,208.67
19.262,188.82,380.58,208.67
19.263,188.82,380.86,208.67
19.264,188.83,381.08,208.66
19.265,188.83,381.23,208.66
19.266,188.83,381.31,208.66
19.267,188.83,381.34,208.65
19.268,188.84,381.31,208.65
19.269,188.84,381.25,208.65
19.27,188.84,381.18,208.64
19.271,188.84,381.11,208.64
19.272,188.85,381.03,208.64
19.273,188.85,380.94,208.63
19.274,188.85,380.85,208.63
19.275,188.86,380.77,208.63
19.276,188.86,380.68,208.62
19.277,188.86,380.61,208.62
19.278,188.86,380.55,208.61
19.279,188.87,380.5,208.61
19.28,188.87,380.47,208.61
19.281,188.87,380.44,208.6
19.282,188.87,380.42,208.6
19.283,188.88,380.4,208.6
19.284,188.88,380.37,208.59
19.285,188.88,380.33,208.59
19.286,188.89,380.27,208.59
19.287,188.89,380.2,208.58
19.288,188.89,380.11,208.58
19.289,188.89,380.02,208.58
19.29,188.9,379.91,208.57
19.291,188.9,379.8,208.57
19.292,188.9,379.68,208.57
19.293,188.91,379.55,208.56
19.294,188.91,379.42,208.56
19.295,188.91,379.3,208.56
19.296,188.92,379.19,208.55
19.297,188.92,379.1,208.55
19.298,188.92,379.02,208.55
19.299,188.92,378.96,208.54
19.3,188.93,378.91,208.54
19.301,188.93,378.88,208.54
19.302,188.93,378.84,208.53
19.303,188.94,378.81,208.53
19.304,188.94,378.76,208.53
19.305,188.94,378.71,208.52
19.306,188.95,378.66,208.52
19.307,188.95,378.6,208.52
19.308,188.95,378.55,208.51
19.309,188.95,378.5,208.51
19.31,188.96,378.46,208.51
19.311,188.96,378.43,208.5
19.312,188.96,378.4,208.5
19.313,188.97,378.37,208.5
19.314,188.97,378.32,208.5
19.315,188.97,378.25,208.49
19.316,188.98,378.15,208.49
19.317,188.98,378.02,208.49
19.318,188.98,377.89,208.48
19.319,188.99,377.75,208.48
19.32,188.99,377.62,208.48
19.321,188.99,377.5,208.47
19.322,189.0,377.4,208.47
19.323,189.0,377.32,208.47
19.324,189.0,377.25,208.46
19.325,189.01,377.19,208.46
19.326,189.01,377.14,208.46
19.327,189.01,377.11,208.45
19.328,189.01,377.12,208.45
19.329,189.02,377.16,208.45
19.33,189.02,377.24,208.44
19.331,189.02,377.35,208.44
19.332,189.03,377.47,208.44
19.333,189.03,377.58,208.44
19.334,189.03,377.69,208.43
19.335,189.04,377.77,208.43
19.336,189.04,377.83,208.43
19.337,189.04,377.88,208.42
19.338,189.05,377.91,208.42
19.339,189.05,377.93,208.42
19.34,189.05,377.94,208.41
19.341,189.06,377.95,208.41
19.342,189.06,377.96,208.41
19.343,189.07,377.97,208.41
19.344,189.07,377.99,208.4
19.345,189.07,378.03,208.4
19.346,189.08,378.1,208.4
19.347,189.08,378.19,208.39
19.348,189.08,378.29,208.39
19.349,189.09,378.41,208.39
19.35,189.09,378.54,208.38
19.351,189.09,378.67,208.38
19.352,189.1,378.8,208.38
19.353,189.1,378.92,208.38
19.354,189.1,379.05,208.37
19.355,189.11,379.19,208.37
19.356,189.11,379.35,208.37
19.357,189.11,379.53,208.36
19.358,189.12,379.76,208.36
19.359,189.12,380.03,208.36
19.36,189.13,380.35,208.36
19.361,189.13,380.72,208.35
19.362,189.13,381.1,208.35
19.363,189.14,381.49,208.35
19.364,189.14,381.85,208.34
19.365,189.14,382.17,208.34
19.366,189.15,382.43,208.34
19.367,189.15,382.61,208.34
19.368,189.16,382.72,208.33
19.369,189.16,382.74,208.33
19.37,189.16,382.7,208.33
19.371,189.17,382.59,208.33
19.372,189.17,382.44,208.32
19.373,189.17,382.26,208.32
19.374,189.18,382.07,208.32
19.375,189.18,381.87,208.31
19.376,189.19,381.69,208.31
19.377,189.19,381.53,208.31
19.378,189.19,381.39,208.31
19.379,189.2,381.29,208.3
19.38,189.2,381.24,208.3
19.381,189.21,381.22,208.3
19.382,189.21,381.24,208.3
19.383,189.21,381.3,208.29
19.384,189.22,381.36,208.29
19.385,189.22,381.42,208.29
19.386,189.23,381.46,208.29
19.387,189.23,381.45,208.28
19.388,189.23,381.4,208.28
19.389,189.24,381.28,208.28
19.39,189.24,381.11,208.27
19.391,189.25,380.89,208.27
19.392,189.25,380.62,208.27
19.393,189.25,380.31,208.27
19.394,189.26,379.96,208.26
19.395,189.26,379.58,208.26
19.396,189.27,379.18,208.26
19.397,189.27,378.75,208.26
19.398,189.27,378.32,208.25
19.399,189.28,377.89,208.25
19.4,189.28,377.48,208.25
19.401,189.29,377.1,208.25
19.402,189.29,376.77,208.24
19.403,189.3,376.51,208.24
19.404,189.3,376.31,208.24
19.405,189.3,376.19,208.24
19.406,189.31,376.12,208.24
19.407,189.31,376.11,208.23
19.408,189.32,376.13,208.23
19.409,189.32,376.17,208.23
19.41,189.33,376.23,208.23
19.411,189.33,376.29,208.22
19.412,189.33,376.35,208.22
19.413,189.34,376.41,208.22
19.414,189.34,376.46,208.22
19.415,189.35,376.51,208.21
19.416,189.35,376.57,208.21
19.417,189.36,376.65,208.21
19.418,189.36,376.74,208.21
19.419,189.37,376.83,208.2
19.42,189.37,376.92,208.2
19.421,189.37,376.99,208.2
19.422,189.38,377.03,208.2
19.423,189.38,377.03,208.2
19.424,189.39,376.97,208.19
19.425,189.39,376.85,208.19
19.426,189.4,376.67,208.19
19.427,189.4,376.43,208.19
19.428,189.41,376.13,208.19
19.429,189.41,375.78,208.18
19.43,189.42,375.4,208.18
19.431,189.42,375.01,208.18
19.432,189.43,374.62,208.18
19.433,189.43,374.25,208.17
19.434,189.43,373.9,208.17
19.435,189.44,373.58,208.17
19.436,189.44,373.29,208.17
19.437,189.45,373.04,208.17
19.438,189.45,372.84,208.16
19.439,189.46,372.68,208.16
19.44,189.46,372.56,208.16
19.441,189.47,372.5,208.16
19.442,189.47,372.47,208.16
19.443,189.48,372.48,208.15
19.444,189.48,372.52,208.15
19.445,189.49,372.57,208.15
19.446,189.49,372.63,208.15
19.447,189.5,372.69,208.15
19.448,189.5,372.75,208.14
19.449,189.51,372.79,208.14
19.45,189.51,372.81,208.14
19.451,189.52,372.81,208.14
19.452,189.52,372.77,208.14
19.453,189.53,372.69,208.13
19.454,189.53,372.57,208.13
19.455,189.54,372.4,208.13
19.456,189.54,372.2,208.13
19.457,189.55,371.96,208.13
19.458,189.55,371.7,208.12
19.459,189.56,371.43,208.12
19.46,189.56,371.18,208.12
19.461,189.57,370.98,208.12
19.462,189.58,370.85,208.12
19.463,189.58,370.8,208.12
19.464,189.59,370.84,208.11
19.465,189.59,370.96,208.11
19.466,189.6,371.13,208.11
19.467,189.6,371.33,208.11
19.468,189.61,371.52,208.11
19.469,189.61,371.69,208.1
19.47,189.62,371.82,208.1
19.471,189.62,371.91,208.1
19.472,189.63,371.96,208.1
19.473,189.63,371.99,208.1
19.474,189.64,372.0,208.1
19.475,189.65,371.99,208.09
19.476,189.65,371.98,208.09
19.477,189.66,371.98,208.09
19.478,189.66,371.99,208.09
19.479,189.67,372.0,208.09
19.48,189.67,372.02,208.09
19.481,189.68,372.04,208.08
19.482,189.68,372.05,208.08
19.483,189.69,372.04,208.08
19.484,189.7,372.03,208.08
19.485,189.7,372.02,208.08
19.486,189.71,372.02,208.08
19.487,189.71,372.03,208.07
19.488,189.72,372.06,208.07
19.489,189.72,372.09,208.07
19.49,189.73,372.13,208.07
19.491,189.73,372.17,208.07
19.492,189.74,372.2,208.07
19.493,189.75,372.21,208.07
19.494,189.75,372.2,208.06
19.495,189.76,372.17,208.06
19.496,189.76,372.12,208.06
19.497,189.77,372.07,208.06
19.498,189.78,372.02,208.06
19.499,189.78,371.99,208.06
19.5,189.79,371.97,208.05
19.501,189.79,371.96,208.05
19.502,189.8,371.95,208.05
19.503,189.8,371.95,208.05
19.504,189.81,371.94,208.05
19.505,189.82,371.94,208.05
19.506,189.82,371.95,208.05
19.507,189.83,371.97,208.05
19.508,189.83,372.02,208.04
19.509,189.84,372.08,208.04
19.51,189.85,372.17,208.04
19.511,189.85,372.27,208.04
19.512,189.86,372.39,208.04
19.513,189.86,372.51,208.04
19.514,189.87,372.62,208.04
19.515,189.88,372.72,208.03
19.516,189.88,372.79,208.03
19.517,189.89,372.82,208.03
19.518,189.89,372.82,208.03
19.519,189.9,372.77,208.03
19.52,189.91,372.67,208.03
19.521,189.91,372.54,208.03
19.522,189.92,372.38,208.03
19.523,189.92,372.2,208.02
19.524,189.93,372.01,208.02
19.525,189.94,371.84,208.02
19.526,189.94,371.71,208.02
19.527,189.95,371.61,208.02
19.528,189.96,371.56,208.02
19.529,189.96,371.54,208.02
19.53,189.97,371.55,208.02
19.531,189.97,371.57,208.02
19.532,189.98,371.61,208.01
19.533,189.99,371.65,208.01
19.534,189.99,371.69,208.01
19.535,190.0,371.71,208.01
19.536,190.0,371.72,208.01
19.537,190.01,371.72,208.01
19.538,190.02,371.68,208.01
19.539,190.02,371.62,208.01
19.54,190.03,371.53,208.01
19.541,190.04,371.4,208.0
19.542,190.04,371.24,208.0
19.543,190.05,371.06,208.0
19.544,190.05,370.85,208.0
19.545,190.06,370.65,208.0
19.546,190.07,370.44,208.0
19.547,190.07,370.26,208.0
19.548,190.08,370.1,208.0
19.549,190.09,369.98,208.0
19.55,190.09,369.9,208.0
19.551,190.1,369.86,207.99
19.552,190.1,369.86,207.99
