Age [ka BP],CO2 [µmol/mol],CH4 [nmol/mol],N2O [nmol/mol]
13.239,236.17,662.33,266.89
13.24,236.18,662.68,266.91
13.241,236.18,662.98,266.92
13.242,236.18,663.23,266.94
13.243,236.18,663.42,266.96
13.244,236.19,663.53,266.98
13.245,236.19,663.57,267.0
13.246,236.19,663.53,267.02
13.247,236.19,663.43,267.04
13.248,236.19,663.29,267.06
13.249,236.2,663.11,267.08
13.25,236.2,662.93,267.09
13.251,236.2,662.75,267.11
13.252,236.2,662.59,267.13
13.253,236.21,662.43,267.15
13.254,236.21,662.28,267.16
13.255,236.21,662.1,267.18
13.256,236.21,661.89,267.2
13.257,236.21,661.61,267.21
13.258,236.22,661.27,267.23
13.259,236.22,660.86,267.25
13.26,236.22,660.41,267.26
13.261,236.22,659.94,267.28
13.262,236.23,659.5,267.29
13.263,236.23,659.1,267.31
13.264,236.23,658.79,267.32
13.265,236.23,658.56,267.34
13.266,236.23,658.42,267.35
13.267,236.24,658.39,267.37
13.268,236.24,658.45,267.38
13.269,236.24,658.6,267.4
13.27,236.24,658.82,267.41
13.271,236.25,659.1,267.42
13.272,236.25,659.42,267.44
13.273,236.25,659.76,267.45
13.274,236.25,660.11,267.46
13.275,236.26,660.49,267.47
13.276,236.26,660.9,267.49
13.277,236.26,661.37,267.5
13.278,236.26,661.9,267.51
13.279,236.26,662.51,267.52
13.28,236.27,663.19,267.53
13.281,236.27,663.93,267.54
13.282,236.27,664.7,267.56
13.283,236.27,665.49,267.57
13.284,236.28,666.27,267.58
13.285,236.28,667.01,267.59
13.286,236.28,667.71,267.6
13.287,236.28,668.35,267.61
13.288,236.29,668.93,267.62
13.289,236.29,669.46,267.62
13.29,236.29,669.95,267.63
13.291,236.29,670.41,267.64
13.292,236.3,670.84,267.65
13.293,236.3,671.25,267.66
13.294,236.3,671.66,267.67
13.295,236.3,672.07,267.67
13.296,236.31,672.49,267.68
13.297,236.31,672.92,267.69
13.298,236.31,673.37,267.7
13.299,236.32,673.83,267.7
13.3,236.32,674.3,267.71
13.301,236.32,674.77,267.72
13.302,236.32,675.22,267.72
13.303,236.33,675.61,267.73
13.304,236.33,675.91,267.73
13.305,236.33,676.09,267.74
13.306,236.34,676.17,267.74
13.307,236.34,676.15,267.75
13.308,236.34,676.07,267.75
13.309,236.34,675.95,267.76
13.31,236.35,675.81,267.76
13.311,236.35,675.64,267.77
13.312,236.35,675.43,267.77
13.313,236.36,675.19,267.78
13.314,236.36,674.91,267.78
13.315,236.36,674.59,267.78
13.316,236.37,674.24,267.79
13.317,236.37,673.87,267.79
13.318,236.37,673.5,267.79
13.319,236.38,673.12,267.8
13.32,236.38,672.74,267.8
13.321,236.38,672.36,267.8
13.322,236.39,671.99,267.8
13.323,236.39,671.62,267.81
13.324,236.39,671.27,267.81
13.325,236.4,670.93,267.81
13.326,236.4,670.62,267.81
13.327,236.4,670.34,267.81
13.328,236.41,670.08,267.82
13.329,236.41,669.84,267.82
13.33,236.41,669.62,267.82
13.331,236.42,669.42,267.82
13.332,236.42,669.22,267.82
13.333,236.43,669.02,267.82
13.334,236.43,668.82,267.82
13.335,236.43,668.62,267.82
13.336,236.44,668.41,267.82
13.337,236.44,668.22,267.82
13.338,236.45,668.07,267.82
13.339,236.45,667.96,267.82
13.34,236.45,667.91,267.82
13.341,236.46,667.92,267.82
13.342,236.46,668.0,267.82
13.343,236.47,668.15,267.82
13.344,236.47,668.36,267.82
13.345,236.48,668.6,267.82
13.346,236.48,668.87,267.82
13.347,236.48,669.13,267.82
13.348,236.49,669.35,267.82
13.349,236.49,669.53,267.82
13.35,236.5,669.67,267.82
13.351,236.5,669.78,267.82
13.352,236.51,669.88,267.82
13.353,236.51,669.97,267.82
13.354,236.52,670.04,267.82
13.355,236.52,670.1,267.81
13.356,236.53,670.13,267.81
13.357,236.53,670.14,267.81
13.358,236.54,670.13,267.81
13.359,236.54,670.11,267.81
13.36,236.55,670.07,267.81
13.361,236.55,670.02,267.8
13.362,236.56,669.95,267.8
13.363,236.56,669.86,267.8
13.364,236.57,669.74,267.8
13.365,236.57,669.6,267.8
13.366,236.58,669.42,267.8
13.367,236.59,669.23,267.79
13.368,236.59,669.01,267.79
13.369,236.6,668.79,267.79
13.37,236.6,668.55,267.79
13.371,236.61,668.32,267.79
13.372,236.61,668.09,267.78
13.373,236.62,667.89,267.78
13.374,236.63,667.72,267.78
13.375,236.63,667.59,267.78
13.376,236.64,667.52,267.78
13.377,236.64,667.5,267.77
13.378,236.65,667.55,267.77
13.379,236.66,667.64,267.77
13.38,236.66,667.76,267.77
13.381,236.67,667.91,267.76
13.382,236.68,668.07,267.76
13.383,236.68,668.26,267.76
13.384,236.69,668.48,267.76
13.385,236.7,668.73,267.76
13.386,236.7,669.03,267.75
13.387,236.71,669.36,267.75
13.388,236.72,669.72,267.75
13.389,236.72,670.08,267.75
13.39,236.73,670.42,267.75
13.391,236.74,670.75,267.74
13.392,236.75,671.06,267.74
13.393,236.75,671.36,267.74
13.394,236.76,671.65,267.74
13.395,236.77,671.92,267.74
13.396,236.77,672.17,267.73
13.397,236.78,672.36,267.73
13.398,236.79,672.47,267.73
13.399,236.8,672.46,267.73
13.4,236.81,672.31,267.72
13.401,236.81,672.02,267.72
13.402,236.82,671.59,267.72
13.403,236.83,671.06,267.72
13.404,236.84,670.47,267.72
13.405,236.85,669.86,267.71
13.406,236.85,669.25,267.71
13.407,236.86,668.68,267.71
13.408,236.87,668.13,267.71
13.409,236.88,667.62,267.7
13.41,236.89,667.15,267.7
13.411,236.9,666.71,267.7
13.412,236.91,666.31,267.7
13.413,236.92,665.93,267.69
13.414,236.92,665.58,267.69
13.415,236.93,665.24,267.69
13.416,236.94,664.93,267.68
13.417,236.95,664.65,267.68
13.418,236.96,664.42,267.68
13.419,236.97,664.25,267.67
13.42,236.98,664.14,267.67
13.421,236.99,664.12,267.66
13.422,237.0,664.16,267.66
13.423,237.01,664.28,267.66
13.424,237.02,664.44,267.65
13.425,237.03,664.64,267.65
13.426,237.04,664.84,267.64
13.427,237.05,665.05,267.64
13.428,237.06,665.24,267.63
13.429,237.07,665.42,267.63
13.43,237.08,665.58,267.62
13.431,237.09,665.74,267.61
13.432,237.1,665.88,267.61
13.433,237.11,666.02,267.6
13.434,237.12,666.16,267.59
13.435,237.14,666.3,267.59
13.436,237.15,666.47,267.58
13.437,237.16,666.64,267.57
13.438,237.17,666.81,267.56
13.439,237.18,666.96,267.56
13.44,237.19,667.06,267.55
13.441,237.2,667.12,267.54
13.442,237.21,667.13,267.53
13.443,237.22,667.11,267.52
13.444,237.23,667.09,267.51
13.445,237.24,667.09,267.5
13.446,237.26,667.15,267.48
13.447,237.27,667.28,267.47
13.448,237.28,667.5,267.46
13.449,237.29,667.81,267.45
13.45,237.3,668.2,267.43
13.451,237.31,668.66,267.42
13.452,237.32,669.19,267.41
13.453,237.33,669.76,267.39
13.454,237.34,670.35,267.38
13.455,237.35,670.93,267.36
13.456,237.36,671.5,267.34
13.457,237.38,672.01,267.33
13.458,237.39,672.48,267.31
13.459,237.4,672.9,267.3
13.46,237.41,673.29,267.28
13.461,237.42,673.66,267.26
13.462,237.43,674.03,267.24
13.463,237.44,674.39,267.22
13.464,237.45,674.75,267.2
13.465,237.46,675.09,267.19
13.466,237.47,675.39,267.17
13.467,237.48,675.65,267.15
13.468,237.49,675.85,267.13
13.469,237.5,675.97,267.1
13.47,237.51,676.04,267.08
13.471,237.52,676.07,267.06
13.472,237.53,676.09,267.04
13.473,237.54,676.12,267.02
13.474,237.55,676.17,267.0
13.475,237.56,676.26,266.97
13.476,237.57,676.38,266.95
13.477,237.58,676.52,266.93
13.478,237.58,676.67,266.9
13.479,237.59,676.79,266.88
13.48,237.6,676.86,266.86
13.481,237.61,676.85,266.83
13.482,237.62,676.78,266.81
13.483,237.63,676.65,266.78
13.484,237.64,676.47,266.76
13.485,237.64,676.27,266.73
13.486,237.65,676.04,266.7
13.487,237.66,675.8,266.68
13.488,237.67,675.54,266.65
13.489,237.67,675.27,266.62
13.49,237.68,675.0,266.6
13.491,237.69,674.74,266.57
13.492,237.7,674.49,266.54
13.493,237.7,674.27,266.51
13.494,237.71,674.08,266.49
13.495,237.71,673.93,266.46
13.496,237.72,673.84,266.43
13.497,237.73,673.78,266.4
13.498,237.73,673.75,266.37
13.499,237.74,673.71,266.34
13.5,237.75,673.66,266.31
13.501,237.75,673.54,266.28
13.502,237.76,673.34,266.25
13.503,237.76,673.03,266.22
13.504,237.77,672.56,266.19
13.505,237.77,671.95,266.16
13.506,237.78,671.19,266.13
13.507,237.78,670.31,266.1
13.508,237.79,669.37,266.07
13.509,237.79,668.39,266.04
13.51,237.8,667.41,266.01
13.511,237.8,666.44,265.98
13.512,237.8,665.5,265.94
13.513,237.81,664.58,265.91
13.514,237.81,663.69,265.88
13.515,237.82,662.84,265.85
13.516,237.82,662.04,265.82
13.517,237.82,661.29,265.78
13.518,237.83,660.58,265.75
13.519,237.83,659.88,265.72
13.52,237.83,659.14,265.69
13.521,237.84,658.35,265.65
13.522,237.84,657.49,265.62
13.523,237.84,656.56,265.59
13.524,237.85,655.6,265.55
13.525,237.85,654.61,265.52
13.526,237.85,653.62,265.48
13.527,237.86,652.61,265.45
13.528,237.86,651.59,265.42
13.529,237.86,650.54,265.38
13.53,237.86,649.44,265.35
13.531,237.87,648.29,265.31
13.532,237.87,647.08,265.28
13.533,237.87,645.81,265.24
13.534,237.87,644.5,265.21
13.535,237.88,643.17,265.17
13.536,237.88,641.84,265.14
13.537,237.88,640.53,265.1
13.538,237.88,639.27,265.07
13.539,237.89,638.06,265.03
13.54,237.89,636.91,265.0
13.541,237.89,635.82,264.96
13.542,237.89,634.77,264.92
13.543,237.89,633.74,264.89
13.544,237.89,632.71,264.85
13.545,237.9,631.67,264.82
13.546,237.9,630.62,264.78
13.547,237.9,629.56,264.74
13.548,237.9,628.49,264.71
13.549,237.9,627.41,264.67
13.55,237.9,626.32,264.63
13.551,237.9,625.24,264.6
13.552,237.9,624.17,264.56
13.553,237.91,623.16,264.52
13.554,237.91,622.21,264.48
13.555,237.91,621.36,264.45
13.556,237.91,620.62,264.41
13.557,237.91,620.01,264.37
13.558,237.91,619.52,264.33
13.559,237.91,619.17,264.3
13.56,237.91,618.95,264.26
13.561,237.91,618.84,264.22
13.562,237.91,618.82,264.18
13.563,237.91,618.86,264.15
13.564,237.91,618.92,264.11
13.565,237.91,619.01,264.07
13.566,237.91,619.12,264.03
13.567,237.91,619.29,263.99
13.568,237.91,619.57,263.95
13.569,237.91,619.97,263.92
13.57,237.91,620.52,263.88
13.571,237.91,621.22,263.84
13.572,237.91,622.03,263.8
13.573,237.91,622.94,263.76
13.574,237.91,623.92,263.72
13.575,237.91,624.95,263.68
13.576,237.91,626.04,263.65
13.577,237.91,627.21,263.61
13.578,237.91,628.47,263.57
13.579,237.91,629.82,263.53
13.58,237.91,631.27,263.49
13.581,237.91,632.79,263.45
13.582,237.91,634.34,263.41
13.583,237.9,635.92,263.37
13.584,237.9,637.47,263.33
13.585,237.9,638.97,263.29
13.586,237.9,640.36,263.25
13.587,237.9,641.62,263.21
13.588,237.9,642.71,263.18
13.589,237.9,643.65,263.14
13.59,237.9,644.44,263.1
13.591,237.89,645.11,263.06
13.592,237.89,645.67,263.02
13.593,237.89,646.16,262.98
13.594,237.89,646.63,262.94
13.595,237.89,647.09,262.9
13.596,237.89,647.56,262.86
13.597,237.88,648.04,262.82
13.598,237.88,648.51,262.78
13.599,237.88,648.97,262.74
13.6,237.88,649.38,262.7
13.601,237.87,649.73,262.66
13.602,237.87,650.02,262.62
13.603,237.87,650.22,262.58
13.604,237.87,650.3,262.54
13.605,237.87,650.27,262.5
13.606,237.86,650.1,262.46
13.607,237.86,649.82,262.42
13.608,237.86,649.47,262.38
13.609,237.86,649.09,262.34
13.61,237.85,648.73,262.3
13.611,237.85,648.39,262.26
13.612,237.85,648.09,262.22
13.613,237.84,647.82,262.18
13.614,237.84,647.58,262.14
13.615,237.84,647.35,262.1
13.616,237.84,647.11,262.06
13.617,237.83,646.84,262.02
13.618,237.83,646.53,261.98
13.619,237.83,646.17,261.94
13.62,237.82,645.76,261.9
13.621,237.82,645.34,261.86
13.622,237.82,644.91,261.82
13.623,237.81,644.52,261.78
13.624,237.81,644.18,261.74
13.625,237.81,643.9,261.7
13.626,237.8,643.7,261.66
13.627,237.8,643.58,261.63
13.628,237.79,643.55,261.59
13.629,237.79,643.62,261.55
13.63,237.79,643.81,261.51
13.631,237.78,644.1,261.47
13.632,237.78,644.5,261.43
13.633,237.78,644.99,261.39
13.634,237.77,645.53,261.35
13.635,237.77,646.13,261.31
13.636,237.76,646.76,261.27
13.637,237.76,647.41,261.23
13.638,237.76,648.08,261.19
13.639,237.75,648.76,261.15
13.64,237.75,649.44,261.11
13.641,237.74,650.12,261.07
13.642,237.74,650.8,261.04
13.643,237.74,651.49,261.0
13.644,237.73,652.2,260.96
13.645,237.73,652.91,260.92
13.646,237.72,653.63,260.88
13.647,237.72,654.34,260.84
13.648,237.71,655.02,260.8
13.649,237.71,655.64,260.76
13.65,237.7,656.21,260.73
13.651,237.7,656.7,260.69
13.652,237.7,657.09,260.65
13.653,237.69,657.39,260.61
13.654,237.69,657.61,260.57
13.655,237.68,657.78,260.53
13.656,237.68,657.92,260.5
13.657,237.67,658.04,260.46
13.658,237.67,658.15,260.42
13.659,237.66,658.21,260.38
13.66,237.66,658.22,260.35
13.661,237.65,658.16,260.31
13.662,237.65,658.03,260.27
13.663,237.64,657.84,260.23
13.664,237.64,657.6,260.2
13.665,237.63,657.34,260.16
13.666,237.63,657.09,260.12
13.667,237.62,656.88,260.08
13.668,237.62,656.75,260.05
13.669,237.61,656.71,260.01
13.67,237.61,656.78,259.97
13.671,237.6,656.94,259.94
13.672,237.6,657.18,259.9
13.673,237.59,657.48,259.86
13.674,237.59,657.82,259.83
13.675,237.58,658.18,259.79
13.676,237.58,658.54,259.75
13.677,237.57,658.87,259.72
13.678,237.57,659.17,259.68
13.679,237.56,659.43,259.65
13.68,237.56,659.68,259.61
13.681,237.55,659.9,259.58
13.682,237.55,660.12,259.54
13.683,237.54,660.33,259.5
13.684,237.54,660.53,259.47
13.685,237.53,660.68,259.43
13.686,237.52,660.79,259.4
13.687,237.52,660.85,259.36
13.688,237.51,660.85,259.33
13.689,237.51,660.83,259.3
13.69,237.5,660.8,259.26
13.691,237.5,660.79,259.23
13.692,237.49,660.83,259.19
13.693,237.49,660.91,259.16
13.694,237.48,661.04,259.12
13.695,237.48,661.22,259.09
13.696,237.47,661.43,259.06
13.697,237.47,661.67,259.02
13.698,237.46,661.95,258.99
13.699,237.45,662.27,258.96
13.7,237.45,662.66,258.92
13.701,237.44,663.11,258.89
13.702,237.44,663.63,258.86
13.703,237.43,664.2,258.83
13.704,237.43,664.78,258.79
13.705,237.42,665.36,258.76
13.706,237.42,665.9,258.73
13.707,237.41,666.41,258.7
13.708,237.41,666.87,258.67
13.709,237.4,667.3,258.63
13.71,237.4,667.69,258.6
13.711,237.39,668.03,258.57
13.712,237.38,668.32,258.54
13.713,237.38,668.56,258.51
13.714,237.37,668.75,258.48
13.715,237.37,668.89,258.45
13.716,237.36,669.0,258.42
13.717,237.36,669.08,258.39
13.718,237.35,669.16,258.36
13.719,237.35,669.23,258.33
13.72,237.34,669.33,258.3
13.721,237.34,669.44,258.27
13.722,237.33,669.58,258.24
13.723,237.32,669.74,258.21
13.724,237.32,669.9,258.18
13.725,237.31,670.06,258.15
13.726,237.31,670.21,258.13
13.727,237.3,670.33,258.1
13.728,237.3,670.44,258.07
13.729,237.29,670.51,258.04
13.73,237.29,670.52,258.01
13.731,237.28,670.46,257.99
13.732,237.28,670.31,257.96
13.733,237.27,670.06,257.93
13.734,237.27,669.74,257.91
13.735,237.26,669.38,257.88
13.736,237.25,669.02,257.85
13.737,237.25,668.67,257.83
13.738,237.24,668.35,257.8
13.739,237.24,668.07,257.77
13.74,237.23,667.82,257.75
13.741,237.23,667.59,257.72
13.742,237.22,667.37,257.7
13.743,237.22,667.16,257.67
13.744,237.21,666.94,257.65
13.745,237.21,666.71,257.62
13.746,237.2,666.47,257.6
13.747,237.2,666.2,257.58
13.748,237.19,665.9,257.55
13.749,237.19,665.54,257.53
13.75,237.18,665.09,257.51
13.751,237.17,664.57,257.48
13.752,237.17,663.96,257.46
13.753,237.16,663.28,257.44
13.754,237.16,662.56,257.42
13.755,237.15,661.81,257.39
13.756,237.15,661.07,257.37
13.757,237.14,660.34,257.35
13.758,237.14,659.65,257.33
13.759,237.13,658.98,257.31
13.76,237.13,658.36,257.29
13.761,237.12,657.77,257.27
13.762,237.12,657.22,257.25
13.763,237.11,656.72,257.23
13.764,237.11,656.25,257.21
13.765,237.1,655.82,257.19
13.766,237.09,655.4,257.17
13.767,237.09,654.98,257.15
13.768,237.08,654.55,257.13
13.769,237.08,654.1,257.11
13.77,237.07,653.63,257.09
13.771,237.07,653.12,257.08
13.772,237.06,652.6,257.06
13.773,237.06,652.07,257.04
13.774,237.05,651.53,257.02
13.775,237.05,650.98,257.01
13.776,237.04,650.42,256.99
13.777,237.03,649.86,256.97
13.778,237.03,649.3,256.96
13.779,237.02,648.77,256.94
13.78,237.02,648.29,256.93
13.781,237.01,647.86,256.91
13.782,237.01,647.51,256.9
13.783,237.0,647.24,256.88
13.784,237.0,647.02,256.87
13.785,236.99,646.83,256.86
13.786,236.98,646.66,256.84
13.787,236.98,646.47,256.83
13.788,236.97,646.25,256.82
13.789,236.97,646.01,256.8
13.79,236.96,645.75,256.79
13.791,236.96,645.51,256.78
13.792,236.95,645.3,256.77
13.793,236.94,645.13,256.76
13.794,236.94,645.0,256.74
13.795,236.93,644.91,256.73
13.796,236.93,644.86,256.72
13.797,236.92,644.82,256.71
13.798,236.92,644.79,256.7
13.799,236.91,644.79,256.69
13.8,236.9,644.82,256.68
13.801,236.9,644.9,256.67
13.802,236.89,645.03,256.66
13.803,236.89,645.21,256.66
13.804,236.88,645.44,256.65
13.805,236.87,645.69,256.64
13.806,236.87,645.97,256.63
13.807,236.86,646.27,256.62
13.808,236.85,646.62,256.61
13.809,236.85,647.01,256.61
13.81,236.84,647.46,256.6
13.811,236.84,647.97,256.59
13.812,236.83,648.5,256.59
13.813,236.82,649.04,256.58
13.814,236.82,649.54,256.57
13.815,236.81,650.0,256.57
13.816,236.8,650.4,256.56
13.817,236.8,650.76,256.55
13.818,236.79,651.08,256.55
13.819,236.78,651.36,256.54
13.82,236.78,651.6,256.54
13.821,236.77,651.78,256.53
13.822,236.76,651.9,256.52
13.823,236.76,651.95,256.52
13.824,236.75,651.94,256.51
13.825,236.74,651.85,256.51
13.826,236.74,651.71,256.5
13.827,236.73,651.52,256.5
13.828,236.72,651.33,256.5
13.829,236.72,651.14,256.49
13.83,236.71,651.0,256.49
13.831,236.7,650.89,256.48
13.832,236.69,650.83,256.48
13.833,236.69,650.81,256.47
13.834,236.68,650.83,256.47
13.835,236.67,650.91,256.47
13.836,236.67,651.04,256.46
13.837,236.66,651.21,256.46
13.838,236.65,651.42,256.45
13.839,236.64,651.65,256.45
13.84,236.64,651.89,256.45
13.841,236.63,652.12,256.44
13.842,236.62,652.33,256.44
13.843,236.62,652.52,256.44
13.844,236.61,652.67,256.43
13.845,236.6,652.8,256.43
13.846,236.59,652.92,256.42
13.847,236.59,653.02,256.42
13.848,236.58,653.11,256.42
13.849,236.57,653.2,256.41
13.85,236.56,653.28,256.41
13.851,236.56,653.34,256.41
13.852,236.55,653.38,256.4
13.853,236.54,653.4,256.4
13.854,236.53,653.4,256.4
13.855,236.53,653.38,256.39
13.856,236.52,653.35,256.39
13.857,236.51,653.31,256.39
13.858,236.51,653.25,256.38
13.859,236.5,653.2,256.38
13.86,236.49,653.15,256.37
13.861,236.48,653.13,256.37
13.862,236.48,653.16,256.37
13.863,236.47,653.22,256.36
13.864,236.46,653.33,256.36
13.865,236.45,653.46,256.36
13.866,236.45,653.58,256.35
13.867,236.44,653.66,256.35
13.868,236.43,653.66,256.34
13.869,236.43,653.59,256.34
13.87,236.42,653.45,256.34
13.871,236.41,653.25,256.33
13.872,236.4,652.99,256.33
13.873,236.4,652.68,256.32
13.874,236.39,652.32,256.32
13.875,236.38,651.9,256.32
13.876,236.38,651.42,256.31
13.877,236.37,650.89,256.31
13.878,236.36,650.31,256.3
13.879,236.36,649.69,256.3
13.88,236.35,649.06,256.29
13.881,236.34,648.43,256.29
13.882,236.34,647.81,256.29
13.883,236.33,647.2,256.28
13.884,236.32,646.6,256.28
13.885,236.32,645.98,256.27
13.886,236.31,645.31,256.27
13.887,236.3,644.56,256.27
13.888,236.3,643.69,256.26
13.889,236.29,642.73,256.26
13.89,236.28,641.72,256.25
13.891,236.28,640.7,256.25
13.892,236.27,639.75,256.25
13.893,236.26,638.9,256.24
13.894,236.26,638.18,256.24
13.895,236.25,637.6,256.23
13.896,236.25,637.16,256.23
13.897,236.24,636.82,256.23
13.898,236.23,636.57,256.22
13.899,236.23,636.33,256.22
13.9,236.22,636.05,256.21
13.901,236.22,635.68,256.21
13.902,236.21,635.17,256.21
13.903,236.2,634.49,256.2
13.904,236.2,633.65,256.2
13.905,236.19,632.66,256.2
13.906,236.19,631.54,256.19
13.907,236.18,630.31,256.19
13.908,236.18,628.99,256.19
13.909,236.17,627.61,256.18
13.91,236.16,626.16,256.18
13.911,236.16,624.65,256.18
13.912,236.15,623.11,256.17
13.913,236.15,621.56,256.17
13.914,236.14,620.04,256.17
13.915,236.14,618.59,256.16
13.916,236.13,617.25,256.16
13.917,236.13,616.03,256.16
13.918,236.12,614.94,256.15
13.919,236.12,613.96,256.15
13.92,236.11,613.05,256.15
13.921,236.11,612.16,256.15
13.922,236.1,611.22,256.14
13.923,236.1,610.18,256.14
13.924,236.09,609.0,256.14
13.925,236.09,607.69,256.13
13.926,236.09,606.24,256.13
13.927,236.08,604.73,256.13
13.928,236.08,603.19,256.13
13.929,236.07,601.68,256.13
13.93,236.07,600.23,256.12
13.931,236.06,598.86,256.12
13.932,236.06,597.56,256.12
13.933,236.06,596.33,256.12
13.934,236.05,595.14,256.12
13.935,236.05,593.98,256.11
13.936,236.04,592.84,256.11
13.937,236.04,591.73,256.11
13.938,236.04,590.66,256.11
13.939,236.03,589.67,256.11
13.94,236.03,588.78,256.11
13.941,236.03,588.01,256.11
13.942,236.02,587.37,256.11
13.943,236.02,586.85,256.11
13.944,236.02,586.46,256.11
13.945,236.01,586.18,256.1
13.946,236.01,586.0,256.1
13.947,236.01,585.87,256.1
13.948,236.0,585.79,256.1
13.949,236.0,585.7,256.1
13.95,236.0,585.59,256.1
13.951,235.99,585.4,256.1
13.952,235.99,585.09,256.1
13.953,235.99,584.66,256.1
13.954,235.99,584.09,256.1
13.955,235.98,583.4,256.1
13.956,235.98,582.61,256.11
13.957,235.98,581.75,256.11
13.958,235.98,580.87,256.11
13.959,235.97,579.99,256.11
13.96,235.97,579.16,256.11
13.961,235.97,578.39,256.11
13.962,235.97,577.72,256.11
13.963,235.97,577.15,256.11
13.964,235.96,576.7,256.11
13.965,235.96,576.37,256.12
13.966,235.96,576.15,256.12
13.967,235.96,576.02,256.12
13.968,235.96,575.97,256.12
13.969,235.96,575.97,256.12
13.97,235.96,576.02,256.13
13.971,235.95,576.11,256.13
13.972,235.95,576.21,256.13
13.973,235.95,576.32,256.13
13.974,235.95,576.39,256.14
13.975,235.95,576.4,256.14
13.976,235.95,576.29,256.14
13.977,235.95,576.05,256.15
13.978,235.95,575.66,256.15
13.979,235.95,575.16,256.15
13.98,235.95,574.56,256.16
13.981,235.95,573.91,256.16
13.982,235.95,573.21,256.16
13.983,235.95,572.52,256.17
13.984,235.95,571.84,256.17
13.985,235.95,571.21,256.18
13.986,235.95,570.66,256.18
13.987,235.95,570.2,256.19
13.988,235.95,569.86,256.19
13.989,235.95,569.64,256.2
13.99,235.95,569.53,256.2
13.991,235.95,569.51,256.21
13.992,235.95,569.57,256.21
13.993,235.96,569.69,256.22
13.994,235.96,569.86,256.22
13.995,235.96,570.1,256.23
13.996,235.96,570.42,256.24
13.997,235.96,570.84,256.24
